City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
359,taulaga,-11.0553,-171.0883,301.79,72,77,2.43,AS,1746421909
360,tyukhtet,56.5389,89.3011,286.36,30,37,3.82,RU,1746421911
361,revda,56.801,59.9303,285.16,77,71,3.43,RU,1746421912
362,kununurra,-15.7667,128.7333,307.14,43,85,5.14,AU,1746421913
363,bubaque,11.2833,-15.8333,298.96,80,99,4.91,GW,1746421914
364,usinsk,65.9939,57.5281,274.72,100,100,2.45,RU,1746421697
365,bandarbeyla,9.4942,50.8122,303.09,67,100,5.43,SO,1746421916
366,noumea,-22.2763,166.4572,298.15,99,100,3.64,NC,1746421917
367,saint-philippe,-21.3585,55.7679,298.7,75,48,1.52,RE,1746421918
368,gangneung,37.7556,128.8961,287.38,57,100,2.11,KR,1746421919
369,monze,-16.2833,27.4833,288.82,89,78,2.87,ZM,1746421921
370,labytnangi,66.6572,66.4183,270.32,92,100,7.65,RU,1746421922
371,paragominas,-2.9667,-47.4833,294.93,99,35,1.28,BR,1746421923
372,taro,-8.3862,115.28,300.76,70,84,1.72,ID,1746421925
373,kassala,15.451,36.4,299.64,33,98,4.73,SD,1746421926
374,cajati,-24.7361,-48.1228,293.07,91,87,0.2,BR,1746421927
375,daxing,39.7214,116.3292,296.78,27,53,2.69,CN,1746421928
376,coro,11.4045,-69.6734,299.82,87,65,4.21,VE,1746421930
377,fort saskatchewan,53.7168,-113.2187,283.02,37,23,4.27,CA,1746421664
378,daru,-9.0763,143.2092,301.21,85,42,4.83,PG,1746421932
379,swakopmund,-22.6833,14.5333,291.16,66,0,0.74,NA,1746421933
380,nueva palestina,15.8,-92.75,296.57,88,96,1.44,MX,1746421934
381,neka,36.6508,53.299,292.88,77,0,4.12,IR,1746421935
382,donskoy,53.9711,38.3363,285.23,71,98,6.9,RU,1746421936
383,coquimbo,-29.9533,-71.3436,284.0,93,0,1.54,CL,1746421937
384,bridgewater,44.3835,-64.5155,286.3,90,100,1.79,CA,1746421938
385,iwaki,37.05,140.8833,292.49,41,100,3.0,JP,1746421939
386,nabire,-3.3667,135.4833,299.69,87,100,0.96,ID,1746421940
387,omamacho-omama,36.4333,139.2833,296.18,29,37,3.38,JP,1746421942
388,agria,47.9026,20.3733,284.66,85,98,2.89,HU,1746421943
389,island harbour,50.724,-1.2758,278.16,82,8,2.68,GB,1746421945
390,itaituba,-4.2761,-55.9836,295.32,80,6,0.66,BR,1746421946
391,palmer,42.1584,-72.3287,289.79,78,100,4.12,US,1746421648
392,shahgarh,24.3167,79.1333,305.65,30,100,2.95,IN,1746421949
393,lisala,2.15,21.5167,293.91,99,100,1.41,CD,1746421950
394,lewistown,40.5992,-77.5714,291.82,94,75,0.45,US,1746421930
395,tortoli,39.9256,9.6572,290.45,66,61,0.45,IT,1746421952
396,barcelos,41.5388,-8.6151,284.15,95,17,1.07,PT,1746421953
397,saint-chamond,45.4737,4.5254,281.34,97,100,3.6,FR,1746421954
398,la foa,-21.7108,165.8276,294.68,78,100,2.02,NC,1746421955
399,williams,52.1415,-122.1445,278.74,49,73,0.45,CA,1746421943
400,ebaye,8.7748,167.7392,302.16,74,75,7.2,MH,1746421957
401,sirjan,29.452,55.6814,299.78,17,2,0.13,IR,1746421960
402,fale old settlement,-9.3852,-171.2468,302.08,69,100,1.55,TK,1746421961
403,griffith,41.5284,-87.4237,282.35,89,100,6.69,US,1746421962
404,nizhnevartovsk,60.9344,76.5531,280.16,93,100,3.0,RU,1746421963
405,infantes,38.7367,-3.0122,282.78,90,96,5.0,ES,1746421964
406,catalhoyuk,37.6685,32.8269,286.25,47,0,0.85,TR,1746421965
407,afaahiti,-17.75,-149.2833,298.3,75,38,0.53,PF,1746421966
408,muisne,0.6,-80.0333,298.02,89,100,3.48,EC,1746421967
409,oxapampa,-10.5775,-75.4017,286.07,97,89,1.96,PE,1746421968
410,smithers,54.7804,-127.1743,278.02,71,99,1.46,CA,1746421969
411,kalmunai,7.4167,81.8167,303.64,68,88,0.79,LK,1746421970
412,cabo san lucas,22.8909,-109.9124,291.35,64,0,9.77,MX,1746421972
413,gornopravdinsk,60.05,69.9,280.43,85,100,4.58,RU,1746421974
414,dien bien phu,21.3833,103.0167,307.95,38,25,1.86,VN,1746421803
415,ola,59.5833,151.2833,275.22,70,94,11.08,RU,1746421976
416,kirensk,57.7853,108.1119,282.45,52,23,1.67,RU,1746421977
417,san felipe,10.3399,-68.7425,295.55,94,95,1.96,VE,1746421978
418,salekhard,66.53,66.6019,269.15,94,100,8.05,RU,1746421979
419,ad-damazin,11.7891,34.3592,302.95,13,87,3.58,SD,1746421980
420,arteche,12.2645,125.4048,303.11,70,79,3.3,PH,1746421981
421,howrah,22.5892,88.3103,305.15,58,40,0.0,IN,1746421982
422,vilyuchinsk,52.9306,158.4028,277.3,99,100,0.45,RU,1746421984
423,bonga,7.2833,36.2333,289.63,92,100,0.5,ET,1746421985
424,vernon,50.2581,-119.2691,282.28,47,22,0.89,CA,1746421986
425,kupang,-10.1667,123.5833,304.47,79,75,5.14,ID,1746421987
426,huatabampo,26.8333,-109.6333,294.82,69,0,5.04,MX,1746421988
427,saint-joseph,-21.3667,55.6167,297.36,72,35,1.12,RE,1746421989
428,mahibadhoo,3.7833,72.9667,302.24,74,43,3.91,MV,1746421990
429,tommot,58.9564,126.2925,277.33,73,100,4.01,RU,1746421991
430,san matias,-16.3667,-58.4,295.98,96,100,1.7,BO,1746421992
431,newman,37.3138,-121.0208,289.29,55,22,4.5,US,1746421993
432,ambon,-3.6954,128.1814,304.23,70,40,3.6,ID,1746421994
433,lata,40.1629,-8.3327,282.4,98,70,0.06,PT,1746421995
434,kyzyl-suu,42.3414,78.0056,292.6,33,90,2.94,KG,1746421997
435,mugia,43.1041,-9.2179,286.43,90,74,3.24,ES,1746421998
436,sarandi del yi,-33.35,-55.6333,287.97,87,17,3.76,UY,1746421999
437,richards bay,-28.783,32.0377,288.45,87,0,3.35,ZA,1746422000
438,taoudenni,22.6783,-3.9836,302.5,20,8,4.7,ML,1746422001
439,penzance,50.1186,-5.5371,281.9,73,100,7.46,GB,1746422002
440,rakops,-21.0167,24.3333,287.88,68,0,4.43,BW,1746422003
441,vanino,49.0869,140.2543,282.38,57,95,4.73,RU,1746422004
442,namibe,-15.1961,12.1522,294.79,73,6,1.26,AO,1746422006
443,cape coast,5.1053,-1.2466,300.02,83,83,3.94,GH,1746422007
444,kerikeri,-35.2268,173.9474,287.66,88,100,1.89,NZ,1746422008
445,upington,-28.4478,21.2561,286.72,71,0,4.62,ZA,1746422010
446,saint-valery-en-caux,49.8667,0.7333,278.26,87,95,7.92,FR,1746422011
447,saint-laurent-du-maroni,5.5039,-54.0289,296.2,99,95,1.08,GF,1746422012
448,howard springs,-12.497,131.047,304.81,78,100,6.42,AU,1746422013
449,cidreira,-30.1811,-50.2056,292.07,92,0,6.87,BR,1746422014
450,hays,30.0502,-98.0336,293.05,64,0,3.55,US,1746422015
451,hun,29.1268,15.9477,296.59,13,90,2.12,LY,1746422017
452,okhotsk,59.3833,143.3,274.22,96,100,4.1,RU,1746422018
453,quechultenango,17.4167,-99.2167,292.98,86,99,1.13,MX,1746422019
454,sos'va,59.1766,61.8558,284.77,66,5,2.83,RU,1746422020
455,sao joao da barra,-21.6403,-41.0511,296.66,70,100,2.17,BR,1746422021
456,trincomalee,8.5711,81.2335,302.84,70,91,1.35,LK,1746422022
457,novhorodka,48.3651,32.6578,285.26,54,78,6.07,UA,1746422023
458,bequimao,-2.4489,-44.7825,296.07,96,39,0.55,BR,1746422024
459,opuwo,-18.0607,13.84,290.45,53,4,3.16,NA,1746422025
460,bamor kalan,24.9,78.15,307.21,28,95,3.19,IN,1746422026
461,diego de almagro,-26.3667,-70.05,288.99,41,0,0.11,CL,1746422027
462,zambezi,-13.5432,23.1047,289.0,96,100,2.2,ZM,1746422029
463,thames,-37.1333,175.5333,286.88,70,44,0.41,NZ,1746422030
464,gwadar,25.1216,62.3254,303.53,62,0,1.72,PK,1746422031
465,eldorado,-23.7869,-54.2836,293.52,85,68,2.48,BR,1746422032
466,midvagur,62.0511,-7.1939,281.61,76,100,5.66,FO,1746422033
467,chernyshevskiy,63.0128,112.4714,274.57,82,100,2.57,RU,1746422034
468,kodinsk,58.6881,99.1844,282.35,74,88,2.78,RU,1746422035
469,ar ruways,24.1103,52.7306,309.35,21,40,6.77,AE,1746422036
470,dhulikhel,27.6189,85.5529,295.9,44,51,1.19,NP,1746422037
471,beboto,8.2668,16.939,298.48,66,60,1.66,TD,1746422038
472,simenqian,27.4872,110.8861,293.38,79,100,1.1,CN,1746422042
473,wiernsheim,48.8833,8.85,281.58,86,98,3.6,DE,1746422043
474,arkhangel'sk,64.5401,40.5433,278.21,70,40,2.0,RU,1746422044
475,kitimat,54.0524,-128.6534,282.98,69,100,1.3,CA,1746422045
476,hobyo,5.3505,48.5268,302.27,63,100,4.01,SO,1746422046
477,baise city,23.8997,106.6133,309.37,42,19,2.82,CN,1746422047
478,camabatela,-8.1881,15.375,289.15,95,97,1.69,AO,1746422048
479,nichinan,31.6,131.3667,296.25,38,81,2.95,JP,1746422050
480,kuanda,56.3161,116.0806,282.38,45,58,1.26,RU,1746422051
481,barreirinha,-2.7933,-57.07,297.76,86,75,0.91,BR,1746422052
482,kaa-khem,51.6833,94.7333,283.2,32,97,2.02,RU,1746422053
483,mascara,35.3966,0.1403,285.82,74,92,2.8,DZ,1746422055
484,vinh,18.6667,105.6667,309.12,46,6,2.54,VN,1746422056
485,guanica,17.9716,-66.908,299.25,62,3,2.99,PR,1746422057
486,hola,51.5377,23.1902,280.09,83,82,3.81,PL,1746422058
487,san angelo,31.4638,-100.437,294.56,44,50,2.68,US,1746422061
488,gordonvale,-17.0936,145.7842,299.03,66,70,3.7,AU,1746422062
489,chegdomyn,51.1167,133.0167,283.09,43,82,3.81,RU,1746422063
490,masjed soleyman,31.9364,49.3039,304.16,32,100,4.98,IR,1746422064
491,boryeong,36.3493,126.5977,285.84,68,99,5.02,KR,1746422065
492,suntar,62.1444,117.6319,275.21,82,100,1.47,RU,1746422066
493,porto novo,6.4965,2.6036,299.39,84,62,2.48,BJ,1746422067
494,felege neway,6.3,36.8833,291.7,87,99,0.31,ET,1746422068
495,realico,-35.0366,-64.2447,288.39,57,100,4.56,AR,1746422070
496,yelizovo,53.1873,158.3805,277.23,93,100,2.0,RU,1746422071
497,murzuq,25.9155,13.9184,293.18,11,28,3.56,LY,1746422072
498,tual,-5.6667,132.75,299.76,85,100,6.19,ID,1746422073
499,kristiansund,63.1115,7.732,278.51,75,75,7.72,NO,1746422074
500,burutu,5.3509,5.5076,299.51,87,51,2.09,NG,1746422075
501,port douglas,-16.4833,145.4667,299.25,72,84,7.85,AU,1746422076
502,borogontsy,62.6683,131.1683,280.84,36,11,4.03,RU,1746422077
503,zouerate,22.7187,-12.4521,298.38,23,98,4.14,MR,1746422078
504,cuyo,10.8525,121.0086,302.14,73,93,3.91,PH,1746422080
505,shanhaiguan,39.9988,119.7564,284.93,78,99,3.19,CN,1746422081
506,edeleny,48.3,20.7333,284.31,80,100,3.83,HU,1746422082
507,guerrero negro,27.9769,-114.0611,288.33,61,64,8.23,MX,1746422083
508,lerwick,60.1545,-1.1494,280.71,84,99,6.43,GB,1746422084
509,zhumysker,49.3333,49.4,292.51,24,41,4.33,KZ,1746422085
510,sivas,39.7916,37.0019,282.5,81,40,2.06,TR,1746422086
511,noshiro,40.2039,140.0242,288.55,68,31,4.71,JP,1746422087
512,gariaband,20.635,82.0614,310.6,22,1,0.44,IN,1746422089
513,sinop,41.7711,34.8709,283.12,58,0,0.6,TR,1746422090
514,pauini,-7.7136,-66.9764,295.59,97,100,0.16,BR,1746422091
515,zapala,-38.8992,-70.0544,276.52,53,34,1.41,AR,1746422092
516,youghal,51.95,-7.8506,279.01,89,72,4.11,IE,1746422093
517,emirgazi,37.9022,33.8372,285.87,55,0,1.33,TR,1746422094
518,flying fish cove,-10.4217,105.6791,298.97,94,100,3.6,CX,1746422095
519,pudasjarvi,65.3833,26.9167,271.63,75,100,4.72,FI,1746422096
520,poyarkovo,49.6,128.6833,285.64,38,70,5.41,RU,1746422097
521,jastrebarsko,45.6683,15.6486,289.06,100,49,1.38,HR,1746422099
522,tumayr,25.7039,45.868,302.39,21,67,4.7,SA,1746422100
523,krasnik,50.9236,22.2271,280.53,84,86,5.25,PL,1746422101
524,karratha,-20.7377,116.8463,306.4,24,81,7.06,AU,1746422102
525,celestun,20.8667,-90.4,299.16,72,29,4.59,MX,1746422103
526,waimea,20.0231,-155.6717,292.29,95,74,2.68,US,1746422104
527,olovyannaya,50.95,115.5667,286.52,23,4,4.42,RU,1746422105
528,hirara,24.8,125.2833,300.86,84,34,6.52,JP,1746421873
529,chaah,2.249,103.048,302.52,75,93,2.16,MY,1746422107
530,maevatanana,-13.8831,48.5289,299.59,77,3,0.85,MG,1746422109
531,kentville,45.0835,-64.4988,283.69,98,100,3.66,CA,1746422110
532,jacarei,-23.3053,-45.9658,290.61,90,86,0.57,BR,1746422111
533,chui,-33.6971,-53.4616,288.9,96,28,2.64,UY,1746422112
534,hede,33.7681,120.2517,292.09,80,99,3.33,CN,1746422113
535,makushino,55.2103,67.2442,287.28,52,5,5.85,RU,1746422115
536,marksville,31.128,-92.0662,286.96,86,0,2.4,US,1746422116
537,banjarmasin,-3.3244,114.591,307.23,52,100,0.27,ID,1746422117
538,inhambane,-23.865,35.3833,292.61,67,51,3.28,MZ,1746422119
539,borba,-4.3878,-59.5939,297.54,84,70,1.04,BR,1746422120
540,quellon,-43.1167,-73.6167,282.32,85,99,5.35,CL,1746422121
541,lincheng,19.9078,109.6858,305.89,55,15,1.58,CN,1746422122
542,verkhniye kigi,55.4083,58.6044,288.04,65,69,6.49,RU,1746422124
543,boa vista,2.8197,-60.6733,295.14,94,75,3.6,BR,1746422125
544,luena,-11.7833,19.9167,287.79,98,94,1.39,AO,1746422126
545,three points,32.0767,-111.3137,290.16,37,0,6.39,US,1746422128
546,santiago de cao,-7.9589,-79.2392,291.22,94,75,4.12,PE,1746422129
547,alness,57.696,-4.2551,275.99,90,80,1.39,GB,1746422130
548,iiyama,36.85,138.3667,296.01,36,43,2.94,JP,1746422131
549,juan de acosta,10.8281,-75.0334,299.92,84,100,2.44,CO,1746422132
550,berdigestyakh,62.0989,126.6992,276.51,62,99,4.11,RU,1746422133
551,tabas,33.5959,56.9244,304.22,6,0,2.0,IR,1746422135
552,ambagarh chauki,20.7833,80.7167,309.5,25,9,2.84,IN,1746422136
553,ellensburg,46.9965,-120.5479,282.74,55,0,6.17,US,1746422137
554,igarka,67.4667,86.5833,275.13,100,100,6.0,RU,1746422139
555,palikir - national government center,6.9248,158.1611,304.62,72,100,6.69,FM,1746422140
556,parkent,41.2944,69.6764,299.87,31,94,2.51,UZ,1746422141
557,rio grande,-32.035,-52.0986,291.21,93,0,4.47,BR,1746422142
558,novodvinsk,64.4165,40.8122,278.01,77,97,2.27,RU,1746422143
559,aktau,43.65,51.2,293.47,58,100,2.84,KZ,1746422144
560,umluj,25.0213,37.2685,296.48,44,0,2.5,SA,1746422145
561,ritchie,-29.038,24.6028,284.31,78,0,3.91,ZA,1746422146
562,tofol,5.3248,163.0078,303.03,74,75,6.69,FM,1746422147
563,zhangjiakou,40.81,114.8794,287.84,39,100,4.18,CN,1746422149
564,rio tuba,8.5061,117.4317,302.9,72,100,4.97,PH,1746422150
565,rikaze,29.25,88.8833,286.89,24,95,1.95,CN,1746422151
566,gurupi,-11.7292,-49.0686,297.62,65,88,2.22,BR,1746422152
567,alaghsas,17.0187,8.0168,298.38,5,20,5.13,NE,1746422153
